Ride_ID,Platform,Customer_ID,Driver_ID,City,Pickup_Location,Drop_Location,Ride_Date,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Rating,Surge_Multiplier,Cancelled,Driver_Experience_Years
R852,Uber,C390,D393,Chennai,Hotel,Airport,05-02-2022 11:00,30.43,15,97.27,Wallet,1.8,1.2,No,10
R853,Ola,C325,D494,Pune,Airport,Residential,05-02-2022 12:00,6.68,70,1296.05,Wallet,3.8,1,No,2
R854,Ola,C940,D200,Delhi,Hotel,Residential,05-02-2022 13:00,34.89,88,297.48,Card,1,1.2,No,3
R855,Ola,C889,D255,Delhi,Mall,Residential,05-02-2022 14:00,26.09,28,1345.84,Cash,3.2,1.5,No,14
R856,Ola,C1181,D179,Pune,Mall,Hotel,05-02-2022 15:00,9.95,93,1857.17,Card,2.6,1.5,Yes,8
R857,Ola,C668,D547,Chennai,Airport,Airport,05-02-2022 16:00,7.15,41,1940.95,Cash,2.2,2,No,1
R858,Ola,C633,D594,Pune,Office,Mall,05-02-2022 17:00,25.48,90,532.97,UPI,3.1,2.5,No,2
R859,Uber,C577,D389,Delhi,Railway Station,Hotel,05-02-2022 18:00,36.13,28,1633.77,UPI,3.6,2,No,5
R860,Ola,C137,D398,Chennai,Railway Station,Airport,05-02-2022 19:00,29.02,19,758.82,UPI,4.9,1,No,7
R861,Uber,C428,D158,Delhi,Hotel,Railway Station,05-02-2022 20:00,14.59,16,1808.88,Wallet,4.3,1.2,No,10
R862,Ola,C1476,D4,Chennai,Mall,Office,05-02-2022 21:00,23.91,114,1591.98,Wallet,3.9,2,No,13
R863,Uber,C612,D167,Chennai,Office,Hotel,05-02-2022 22:00,13.12,99,221.93,UPI,2.9,1.2,Yes,9
R864,Uber,C911,D468,Pune,Office,Hotel,05-02-2022 23:00,39.97,111,861.7,Card,2.6,2,Yes,14
R865,Uber,C819,D409,Pune,Office,Railway Station,06-02-2022 00:00,30.2,68,727.65,Wallet,1.1,1.2,No,3
R866,Ola,C141,D412,Pune,Hotel,Railway Station,06-02-2022 01:00,24.96,35,1587.55,Wallet,2.4,2,No,11
R867,Ola,C1107,D204,Chennai,Railway Station,Office,06-02-2022 02:00,17.51,57,867.75,Card,4.4,1.5,No,4
R868,Uber,C177,D194,Chennai,Office,Residential,06-02-2022 03:00,25.11,98,1394.41,Wallet,2.5,1,No,10
R869,Ola,C198,D235,Delhi,Hotel,Hotel,06-02-2022 04:00,14.32,109,1236.68,Card,2.8,2,No,1
R870,Uber,C624,D150,Bangalore,Hotel,Airport,06-02-2022 05:00,2.13,88,1953.23,Cash,2.1,1.5,No,12
R871,Ola,C691,D159,Pune,Airport,Mall,06-02-2022 06:00,16.41,76,1880.55,Card,2.1,2.5,No,1
R872,Uber,C1445,D279,Hyderabad,Residential,Railway Station,06-02-2022 07:00,37.29,48,901.18,Cash,1.2,2,No,1
R873,Uber,C401,D404,Delhi,Office,Railway Station,06-02-2022 08:00,25.43,34,1469.27,Wallet,3.5,1.2,No,4
R874,Ola,C471,D678,Delhi,Residential,Mall,06-02-2022 09:00,4.27,39,1672.56,Cash,2.8,1,No,9
R875,Uber,C218,D311,Mumbai,Railway Station,Airport,06-02-2022 10:00,35.51,25,1805.86,Card,3.4,1.5,No,8
R876,Ola,C929,D68,Pune,Hotel,Railway Station,06-02-2022 11:00,11.49,115,210.82,Cash,3.2,1.5,No,4
R877,Uber,C632,D463,Delhi,Office,Mall,06-02-2022 12:00,10.51,108,659.99,UPI,4.2,1,No,8
R878,Uber,C951,D88,Mumbai,Mall,Railway Station,06-02-2022 13:00,12.59,67,694.84,Card,4,2,No,7
R879,Ola,C906,D217,Hyderabad,Railway Station,Residential,06-02-2022 14:00,23.51,96,914.14,Card,4.1,1.2,No,6
R880,Ola,C175,D1,Hyderabad,Airport,Residential,06-02-2022 15:00,22.24,107,404.99,Cash,3,2.5,Yes,10
R881,Ola,C23,D135,Pune,Airport,Railway Station,06-02-2022 16:00,20.17,21,1032.72,Wallet,2.4,2,No,12
R882,Uber,C235,D697,Chennai,Residential,Railway Station,06-02-2022 17:00,28.98,16,1353.37,Wallet,4.7,1,No,2
R883,Ola,C1037,D351,Mumbai,Hotel,Residential,06-02-2022 18:00,13.34,118,1034.94,Card,1.2,2,No,3
R884,Uber,C1125,D140,Chennai,Residential,Railway Station,06-02-2022 19:00,31.5,22,1358.32,Card,1.6,2,No,4
R885,Uber,C929,D618,Hyderabad,Mall,Airport,06-02-2022 20:00,7.84,115,207.57,Cash,2.7,1,No,7
R886,Ola,C523,D133,Hyderabad,Mall,Airport,06-02-2022 21:00,31.52,96,1761.9,Card,3.5,1,No,8
R887,Ola,C1476,D620,Bangalore,Airport,Office,06-02-2022 22:00,26.89,64,1883.01,Card,1,2.5,No,14
R888,Uber,C431,D178,Bangalore,Office,Airport,06-02-2022 23:00,27.65,71,1266.38,Wallet,3.9,1,No,11
R889,Uber,C793,D358,Bangalore,Airport,Hotel,07-02-2022 00:00,19.78,119,1772.27,Card,3.2,1,No,8
R890,Ola,C533,D380,Bangalore,Airport,Hotel,07-02-2022 01:00,27.01,19,332.38,Cash,2.9,1,No,4
R891,Ola,C979,D658,Delhi,Mall,Hotel,07-02-2022 02:00,4.11,20,1611.1,Card,2.7,1.5,No,9
R892,Ola,C1317,D450,Bangalore,Residential,Railway Station,07-02-2022 03:00,34.21,26,308.76,Card,3.1,1,No,8
R893,Ola,C810,D586,Delhi,Mall,Railway Station,07-02-2022 04:00,3.17,117,863.38,Card,1.6,1,No,11
R894,Ola,C913,D463,Delhi,Hotel,Mall,07-02-2022 05:00,6.8,99,701.73,UPI,1.4,1,No,13
R895,Uber,C1125,D108,Pune,Mall,Hotel,07-02-2022 06:00,23.49,67,1204.34,Card,2.2,2.5,No,5
R896,Uber,C1328,D122,Delhi,Mall,Hotel,07-02-2022 07:00,29.84,35,658.91,Cash,3.8,2,No,13
R897,Uber,C871,D17,Delhi,Airport,Airport,07-02-2022 08:00,3.97,5,1303.64,Wallet,3.4,1,No,3
R898,Uber,C540,D196,Bangalore,Office,Residential,07-02-2022 09:00,36.91,79,785.38,Wallet,2.9,1,No,2
R899,Ola,C1024,D327,Delhi,Airport,Residential,07-02-2022 10:00,38.97,10,1732.72,UPI,3.3,2.5,No,12
R900,Ola,C1379,D318,Chennai,Railway Station,Office,07-02-2022 11:00,24.63,91,1297.06,Cash,3.2,2,No,9
R901,Ola,C1327,D479,Bangalore,Mall,Mall,07-02-2022 12:00,19.77,13,493.37,Wallet,2.2,2.5,No,1
R902,Uber,C227,D252,Mumbai,Mall,Residential,07-02-2022 13:00,29.91,56,725.37,Wallet,1.4,1.2,No,7
R903,Uber,C1260,D503,Bangalore,Railway Station,Office,07-02-2022 14:00,13.81,84,1707.05,Card,4.6,1.2,No,11
R904,Ola,C873,D119,Delhi,Mall,Airport,07-02-2022 15:00,20.24,66,822.04,Card,3.4,1.2,No,13
R905,Ola,C892,D674,Chennai,Mall,Mall,07-02-2022 16:00,36.73,62,1108.73,Card,3.8,1,No,14
R906,Uber,C1479,D498,Bangalore,Hotel,Mall,07-02-2022 17:00,38.27,106,1325.97,UPI,2.9,2.5,No,7
R907,Uber,C1037,D486,Chennai,Mall,Hotel,07-02-2022 18:00,37.16,112,747.79,Card,4,1,No,1
R908,Ola,C210,D45,Mumbai,Railway Station,Railway Station,07-02-2022 19:00,11.24,23,644.44,Cash,3.3,1.2,No,14
R909,Ola,C741,D314,Hyderabad,Airport,Hotel,07-02-2022 20:00,10.07,113,992.49,UPI,1.2,2,No,7
R910,Uber,C397,D179,Mumbai,Mall,Airport,07-02-2022 21:00,12.61,17,492.57,Wallet,4.6,2,No,14
R911,Ola,C1124,D418,Hyderabad,Office,Hotel,07-02-2022 22:00,18.21,36,625.68,Wallet,2.2,2.5,No,1
R912,Ola,C31,D556,Pune,Railway Station,Mall,07-02-2022 23:00,13.25,104,199.19,Cash,1.6,2,No,2
R913,Ola,C898,D78,Hyderabad,Residential,Hotel,08-02-2022 00:00,15.59,13,663.62,Cash,1.4,1.2,No,9
R914,Uber,C649,D326,Pune,Hotel,Office,08-02-2022 01:00,25.2,114,695.75,Wallet,3.9,2.5,No,8
R915,Uber,C329,D690,Bangalore,Railway Station,Hotel,08-02-2022 02:00,30.74,114,1926.72,Cash,3.8,2.5,Yes,9
R916,Uber,C1190,D357,Pune,Airport,Residential,08-02-2022 03:00,29.69,53,1212.28,Cash,3.8,1.2,No,12
R917,Uber,C1483,D416,Chennai,Railway Station,Airport,08-02-2022 04:00,32.76,41,1591.77,Cash,4.7,1.2,No,9
R918,Uber,C952,D515,Pune,Residential,Airport,08-02-2022 05:00,2.26,35,167.12,Card,2.4,1.2,No,4
R919,Uber,C1124,D214,Chennai,Hotel,Mall,08-02-2022 06:00,2.86,35,284.55,Wallet,3.2,1.2,No,5
R920,Uber,C621,D74,Hyderabad,Office,Hotel,08-02-2022 07:00,31.79,63,1643.91,Cash,3.5,2.5,No,10
R921,Ola,C1197,D563,Hyderabad,Residential,Mall,08-02-2022 08:00,21.79,59,1277.22,Cash,4.9,2,Yes,7
R922,Ola,C162,D579,Hyderabad,Railway Station,Mall,08-02-2022 09:00,23.55,23,446.69,Card,2.2,1.2,No,6
R923,Ola,C776,D509,Pune,Residential,Office,08-02-2022 10:00,3.05,67,857.21,Wallet,4.8,1.5,No,9
R924,Ola,C1287,D332,Hyderabad,Railway Station,Railway Station,08-02-2022 11:00,10.96,6,1114.25,UPI,1.6,2.5,No,2
R925,Ola,C274,D93,Pune,Office,Mall,08-02-2022 12:00,25.9,49,1699.73,Wallet,4.1,1,No,8
R926,Ola,C1027,D688,Pune,Office,Railway Station,08-02-2022 13:00,34.51,100,195.99,Wallet,3.5,2,No,14
R927,Ola,C1052,D657,Delhi,Airport,Railway Station,08-02-2022 14:00,36.76,47,1225.71,Wallet,4.3,2.5,Yes,2
R928,Uber,C326,D519,Delhi,Office,Airport,08-02-2022 15:00,20.52,102,1456.71,Card,1.1,1.2,No,14
R929,Uber,C940,D269,Pune,Mall,Residential,08-02-2022 16:00,22.27,5,1957.55,Wallet,1.3,1.5,Yes,14
R930,Ola,C1173,D376,Chennai,Residential,Residential,08-02-2022 17:00,33.49,89,1629.75,UPI,1.3,1,No,2
R931,Ola,C540,D4,Bangalore,Residential,Hotel,08-02-2022 18:00,21.97,65,610.36,Cash,3.4,2,No,3
R932,Uber,C488,D138,Mumbai,Railway Station,Office,08-02-2022 19:00,21.16,7,1442.39,Wallet,3.4,1.2,No,4
R933,Ola,C822,D231,Delhi,Office,Office,08-02-2022 20:00,36.3,95,1545.49,Card,4.6,2.5,No,6
R934,Ola,C1462,D600,Pune,Airport,Residential,08-02-2022 21:00,31.81,48,1481.09,Wallet,2.9,2.5,No,14
R935,Uber,C1089,D529,Mumbai,Airport,Hotel,08-02-2022 22:00,36.45,11,1654.68,Wallet,1.3,2,No,6
R936,Ola,C356,D52,Delhi,Airport,Residential,08-02-2022 23:00,9.51,37,1815.16,UPI,1.8,1.5,No,14
R937,Uber,C1276,D646,Bangalore,Hotel,Hotel,09-02-2022 00:00,21.45,13,268.99,UPI,1,1.2,Yes,2
R938,Ola,C235,D325,Chennai,Mall,Hotel,09-02-2022 01:00,33.86,34,281.15,Card,4.1,2,No,6
R939,Uber,C227,D277,Pune,Office,Hotel,09-02-2022 02:00,5.33,22,1609.09,Card,4.3,2,No,8
R940,Uber,C1337,D536,Bangalore,Airport,Hotel,09-02-2022 03:00,31.99,60,564.56,Card,5,2.5,No,5
R941,Uber,C49,D486,Delhi,Mall,Airport,09-02-2022 04:00,8.14,94,192.4,Card,2.6,2,No,1
R942,Ola,C118,D516,Pune,Residential,Airport,09-02-2022 05:00,32.52,88,850.36,Card,1.1,1,No,8
R943,Uber,C54,D152,Mumbai,Railway Station,Residential,09-02-2022 06:00,24.87,106,1654.16,Cash,1.9,1,No,6
R944,Ola,C565,D483,Hyderabad,Office,Hotel,09-02-2022 07:00,8.54,109,323,Cash,3.4,1.2,No,2
R945,Ola,C1068,D259,Chennai,Office,Mall,09-02-2022 08:00,19.46,35,1369.94,Card,4.8,2,Yes,7
R946,Ola,C53,D324,Delhi,Hotel,Hotel,09-02-2022 09:00,27.59,76,86.94,Card,1.4,2.5,No,14
R947,Ola,C558,D168,Chennai,Residential,Mall,09-02-2022 10:00,25.72,67,290.7,Cash,1.5,1.2,No,8
R948,Uber,C1126,D688,Pune,Office,Airport,09-02-2022 11:00,17.66,91,753.63,UPI,3.8,1.5,No,2
R949,Uber,C868,D310,Hyderabad,Hotel,Hotel,09-02-2022 12:00,36.08,54,240.52,Cash,3.7,2.5,No,14
R950,Ola,C398,D479,Bangalore,Hotel,Railway Station,09-02-2022 13:00,21.25,93,1704.13,Card,2,1.5,Yes,1
R951,Ola,C1162,D56,Chennai,Hotel,Residential,09-02-2022 14:00,20.73,115,1739.02,UPI,4.3,1.2,No,6
R952,Uber,C675,D620,Mumbai,Office,Hotel,09-02-2022 15:00,3.43,5,1530.7,Card,1.5,1,No,13
R953,Ola,C387,D473,Delhi,Office,Office,09-02-2022 16:00,36.96,114,545.56,Wallet,4.7,2.5,No,6
R954,Uber,C111,D296,Mumbai,Office,Mall,09-02-2022 17:00,7.91,86,1084.63,UPI,1.8,2.5,No,8
R955,Ola,C614,D461,Chennai,Mall,Hotel,09-02-2022 18:00,21.61,23,433.64,Card,1.3,1.2,No,14
R956,Ola,C17,D324,Hyderabad,Hotel,Railway Station,09-02-2022 19:00,32.34,119,620.05,Cash,2.4,2.5,No,7
R957,Uber,C1206,D141,Bangalore,Mall,Mall,09-02-2022 20:00,9.4,110,1070.73,Card,1.8,2.5,Yes,8
R958,Ola,C884,D667,Bangalore,Railway Station,Railway Station,09-02-2022 21:00,21.57,68,1491.23,Cash,3.1,1.2,No,10
R959,Uber,C541,D262,Mumbai,Office,Residential,09-02-2022 22:00,10.39,57,261.74,UPI,3.7,2,No,10
R960,Ola,C171,D420,Pune,Residential,Residential,09-02-2022 23:00,30.63,10,649.66,Cash,3,1.2,No,14
R961,Ola,C409,D241,Pune,Airport,Residential,10-02-2022 00:00,23.01,21,1859.11,UPI,3.6,2.5,No,5
R962,Ola,C740,D355,Hyderabad,Railway Station,Airport,10-02-2022 01:00,34.38,50,903.92,Card,2.5,1.2,No,2
R963,Uber,C1402,D589,Bangalore,Airport,Railway Station,10-02-2022 02:00,35.89,113,1882.63,Cash,1.1,2.5,No,5
R964,Ola,C1212,D180,Mumbai,Airport,Hotel,10-02-2022 03:00,26.3,76,1983.49,UPI,4.9,1.5,No,2
R965,Ola,C858,D66,Mumbai,Office,Office,10-02-2022 04:00,29.29,110,1091.19,UPI,4.3,1.5,No,9
R966,Ola,C230,D348,Mumbai,Residential,Office,10-02-2022 05:00,22.42,77,633.04,UPI,1.3,1,No,5
R967,Ola,C119,D171,Chennai,Airport,Residential,10-02-2022 06:00,15.99,105,1598.29,Wallet,2.8,1.2,No,1
R968,Uber,C1180,D474,Hyderabad,Hotel,Office,10-02-2022 07:00,26.28,59,385.88,UPI,3.5,1.2,No,9
R969,Uber,C784,D534,Pune,Airport,Mall,10-02-2022 08:00,36.42,95,563.93,Card,1.8,1.5,No,10
R970,Ola,C465,D367,Pune,Railway Station,Railway Station,10-02-2022 09:00,17.25,104,1586.97,Card,3.3,1.5,No,5
R971,Uber,C104,D107,Chennai,Residential,Railway Station,10-02-2022 10:00,13.26,10,912.6,Card,3.1,1.5,No,11
R972,Ola,C698,D439,Delhi,Residential,Railway Station,10-02-2022 11:00,16.15,74,466.95,UPI,1.8,1,No,1
R973,Ola,C175,D227,Chennai,Airport,Mall,10-02-2022 12:00,17.98,113,1330.16,Card,1.6,1,No,9
R974,Ola,C745,D444,Hyderabad,Residential,Hotel,10-02-2022 13:00,3.87,72,1486.9,UPI,4,2,No,9
R975,Uber,C1445,D442,Mumbai,Railway Station,Airport,10-02-2022 14:00,20.44,90,320.14,UPI,2.3,1.2,No,10
R976,Uber,C1158,D396,Chennai,Railway Station,Mall,10-02-2022 15:00,20.28,44,611.8,UPI,2,1,No,10
R977,Uber,C1415,D581,Mumbai,Railway Station,Railway Station,10-02-2022 16:00,23.95,95,504.85,Wallet,4,2.5,No,9
R978,Uber,C665,D84,Hyderabad,Hotel,Railway Station,10-02-2022 17:00,15.15,105,809.32,Cash,3.9,1.2,No,6
R979,Uber,C33,D615,Hyderabad,Office,Railway Station,10-02-2022 18:00,24.91,70,1545.81,Card,2.1,2,No,10
R980,Uber,C55,D551,Bangalore,Airport,Hotel,10-02-2022 19:00,35.25,13,1450.32,Wallet,4.5,1.5,No,10
R981,Uber,C519,D13,Mumbai,Residential,Office,10-02-2022 20:00,38.26,15,1352.05,Card,3.8,2,No,2
R982,Uber,C756,D693,Pune,Railway Station,Airport,10-02-2022 21:00,23.76,24,92.07,Wallet,2.4,1.2,No,12
R983,Uber,C12,D493,Chennai,Airport,Mall,10-02-2022 22:00,2.66,47,352.92,Cash,2.7,1.5,No,13
R984,Ola,C720,D268,Hyderabad,Airport,Railway Station,10-02-2022 23:00,38.8,107,508.73,Cash,3.9,2,No,7
R985,Uber,C555,D525,Mumbai,Office,Residential,11-02-2022 00:00,28.53,62,602.16,Cash,1.8,2,No,2
R986,Uber,C373,D120,Delhi,Hotel,Airport,11-02-2022 01:00,14.1,82,361.14,Cash,2.9,1.2,No,4
R987,Uber,C484,D353,Bangalore,Residential,Residential,11-02-2022 02:00,6.74,30,867.81,UPI,3.6,1,No,4
R988,Uber,C973,D57,Delhi,Hotel,Airport,11-02-2022 03:00,6.59,42,224.35,Card,3.2,2.5,No,10
R989,Uber,C1252,D40,Hyderabad,Residential,Railway Station,11-02-2022 04:00,7.54,98,1520.04,Card,3.4,2,No,7
R990,Uber,C623,D336,Delhi,Railway Station,Airport,11-02-2022 05:00,2.78,40,1592.42,Card,3.2,2.5,No,6
R991,Uber,C307,D640,Delhi,Railway Station,Airport,11-02-2022 06:00,36.18,106,1182.59,UPI,1.8,1.2,No,12
R992,Uber,C457,D173,Bangalore,Airport,Railway Station,11-02-2022 07:00,22.09,103,252.23,Card,2.6,1.2,No,11
R993,Uber,C160,D547,Bangalore,Residential,Hotel,11-02-2022 08:00,28.3,59,1788.96,Cash,3.1,1,No,12
R994,Uber,C331,D259,Bangalore,Residential,Residential,11-02-2022 09:00,33.3,10,1934.02,Card,4.1,1.5,No,13
R995,Uber,C776,D517,Bangalore,Hotel,Hotel,11-02-2022 10:00,31.87,7,468.54,Card,3.6,2.5,No,12
R996,Ola,C225,D523,Delhi,Railway Station,Residential,11-02-2022 11:00,35.42,69,1432.91,Wallet,2.7,2,Yes,10
R997,Ola,C983,D117,Pune,Mall,Office,11-02-2022 12:00,38.72,68,1696.52,UPI,4.9,1.5,No,7
R998,Uber,C729,D184,Pune,Airport,Residential,11-02-2022 13:00,18.12,62,1116.5,Cash,1.4,2.5,No,6
R999,Uber,C1480,D116,Bangalore,Residential,Residential,11-02-2022 14:00,38.06,62,700.78,Cash,1.8,2.5,No,1
R1000,Ola,C1069,D162,Chennai,Office,Airport,11-02-2022 15:00,29.21,22,998.83,Cash,2.4,1.5,No,11
R1001,Uber,C1238,D579,Mumbai,Office,Office,11-02-2022 16:00,3.76,27,1063.56,Card,1.9,1.5,No,4
R1002,Ola,C1083,D543,Hyderabad,Mall,Railway Station,11-02-2022 17:00,27.59,100,849.22,Cash,3.5,1,No,14
R1003,Ola,C644,D587,Chennai,Railway Station,Railway Station,11-02-2022 18:00,27.78,33,1865.3,Cash,1.2,2,No,3
R1004,Ola,C616,D237,Hyderabad,Railway Station,Mall,11-02-2022 19:00,36.33,27,1508.26,Wallet,1.7,2,Yes,7
R1005,Ola,C195,D66,Chennai,Railway Station,Office,11-02-2022 20:00,15.54,40,543.3,Card,2.2,2,No,13
R1006,Ola,C489,D70,Chennai,Hotel,Airport,11-02-2022 21:00,23.81,74,1204.27,Wallet,3.7,1.5,Yes,7
R1007,Uber,C157,D447,Pune,Office,Mall,11-02-2022 22:00,1.48,85,1402.28,UPI,4.5,1,No,12
R1008,Ola,C610,D416,Mumbai,Railway Station,Mall,11-02-2022 23:00,13.95,86,349.1,Card,4.2,1.2,No,12
R1009,Uber,C1250,D532,Chennai,Office,Railway Station,12-02-2022 00:00,3.43,99,768.18,Wallet,1.7,1,No,11
R1010,Uber,C412,D441,Bangalore,Mall,Residential,12-02-2022 01:00,21.35,10,1818.65,UPI,3.3,1.5,Yes,4
R1011,Ola,C1229,D464,Hyderabad,Airport,Airport,12-02-2022 02:00,32.88,38,1168.97,Wallet,1.1,1,No,7
R1012,Ola,C1103,D396,Pune,Hotel,Office,12-02-2022 03:00,9.05,48,496.64,UPI,2.2,1.5,No,4
R1013,Uber,C1148,D551,Hyderabad,Residential,Mall,12-02-2022 04:00,21.57,48,315.75,Cash,4.2,2.5,No,9
R1014,Ola,C471,D657,Bangalore,Mall,Airport,12-02-2022 05:00,8.96,31,1075,Cash,2.8,2.5,No,3
R1015,Ola,C1242,D557,Bangalore,Office,Railway Station,12-02-2022 06:00,5.71,104,1131.56,Card,1.6,1.2,No,10
R1016,Uber,C516,D395,Chennai,Mall,Mall,12-02-2022 07:00,20.93,116,722.08,Wallet,2.8,2.5,No,2
R1017,Uber,C1128,D326,Bangalore,Residential,Mall,12-02-2022 08:00,4.09,56,1290.4,Wallet,1.8,1.2,No,5
R1018,Ola,C393,D91,Mumbai,Hotel,Hotel,12-02-2022 09:00,23.91,46,211.87,UPI,2.6,2,No,9
R1019,Uber,C631,D70,Bangalore,Airport,Railway Station,12-02-2022 10:00,2.22,29,358.67,Card,3,1.5,No,11
R1020,Ola,C608,D166,Chennai,Residential,Hotel,12-02-2022 11:00,5.16,78,1128.85,Cash,2.4,2,No,3
R1021,Ola,C980,D642,Hyderabad,Hotel,Railway Station,12-02-2022 12:00,22.45,43,198.69,Wallet,4.7,2,No,1
R1022,Ola,C434,D214,Bangalore,Office,Railway Station,12-02-2022 13:00,24.06,114,1771.34,UPI,3.3,1.2,No,9
R1023,Uber,C1355,D601,Pune,Residential,Hotel,12-02-2022 14:00,2.13,43,352.92,Cash,4.4,1.5,No,5
R1024,Uber,C1167,D335,Pune,Mall,Airport,12-02-2022 15:00,23.36,16,1373.93,Cash,4,1.2,No,2
R1025,Uber,C540,D369,Pune,Railway Station,Airport,12-02-2022 16:00,33.7,15,831.11,Cash,3.6,1,No,6
R1026,Uber,C278,D584,Hyderabad,Mall,Airport,12-02-2022 17:00,29.17,117,847.59,UPI,3,2,No,3
R1027,Uber,C233,D677,Delhi,Office,Residential,12-02-2022 18:00,6.12,111,1548.59,UPI,1,1.5,No,14
R1028,Ola,C1114,D49,Pune,Airport,Mall,12-02-2022 19:00,24.11,7,1038.97,Cash,3.5,2,No,9
R1029,Ola,C1223,D52,Pune,Residential,Airport,12-02-2022 20:00,27.22,119,1473.26,UPI,2.4,1,No,3
R1030,Ola,C362,D289,Delhi,Airport,Residential,12-02-2022 21:00,2.45,26,1049.97,Cash,1.5,1,No,2
R1031,Ola,C1465,D626,Hyderabad,Office,Mall,12-02-2022 22:00,34.36,8,1218.38,Cash,2.8,1.5,No,3
R1032,Uber,C26,D239,Pune,Residential,Airport,12-02-2022 23:00,36.34,12,1540.57,Cash,3.9,1.5,No,6
R1033,Ola,C1049,D133,Chennai,Hotel,Railway Station,13-02-2022 00:00,34.17,18,1246.03,UPI,4.8,1,No,3
R1034,Uber,C1418,D166,Hyderabad,Hotel,Office,13-02-2022 01:00,33.16,88,1261.98,Card,2.5,2,No,9
R1035,Ola,C507,D374,Pune,Mall,Airport,13-02-2022 02:00,30.05,92,1595.3,Card,3.2,2.5,No,9
R1036,Uber,C1325,D373,Pune,Mall,Office,13-02-2022 03:00,25.7,18,1902.25,UPI,4.4,2,No,9
R1037,Uber,C1363,D478,Delhi,Office,Airport,13-02-2022 04:00,27.47,96,803.3,Wallet,2.3,2.5,Yes,2
R1038,Ola,C267,D479,Chennai,Hotel,Railway Station,13-02-2022 05:00,32.45,20,1188.06,UPI,1.6,1.2,No,7
R1039,Ola,C461,D650,Hyderabad,Residential,Office,13-02-2022 06:00,26.84,36,245.64,Wallet,2.1,1.5,No,12
R1040,Ola,C456,D591,Bangalore,Hotel,Residential,13-02-2022 07:00,13.78,68,768.9,Cash,4.6,1,No,2
R1041,Ola,C1384,D682,Mumbai,Mall,Railway Station,13-02-2022 08:00,15.66,115,871.13,Wallet,1.6,1.2,No,1
R1042,Uber,C1092,D635,Chennai,Office,Office,13-02-2022 09:00,35.99,80,1683.66,Cash,2.3,2,No,5
R1043,Ola,C1007,D688,Bangalore,Hotel,Office,13-02-2022 10:00,1.67,20,1065.71,Card,2.9,2.5,No,11
R1044,Ola,C863,D300,Chennai,Office,Hotel,13-02-2022 11:00,28.25,56,1483.65,Cash,4.4,1.5,No,11
R1045,Uber,C1436,D82,Bangalore,Hotel,Hotel,13-02-2022 12:00,38.24,23,116.49,Wallet,4.8,2.5,No,8
R1046,Ola,C491,D87,Bangalore,Airport,Railway Station,13-02-2022 13:00,28.54,73,971.83,Card,2.7,2,No,14
R1047,Ola,C1073,D225,Chennai,Hotel,Railway Station,13-02-2022 14:00,39.76,16,1810.53,Card,4.7,2,No,3
R1048,Ola,C564,D16,Delhi,Mall,Railway Station,13-02-2022 15:00,27.81,97,510.68,UPI,1.6,1,No,7
R1049,Ola,C1126,D358,Chennai,Residential,Mall,13-02-2022 16:00,2.34,9,140.52,Wallet,1.6,1.2,No,6
R1050,Ola,C216,D163,Chennai,Mall,Residential,13-02-2022 17:00,33.25,46,912.14,Wallet,4.8,1.5,No,11
R1051,Uber,C1462,D610,Bangalore,Mall,Airport,13-02-2022 18:00,12.1,21,1432.51,UPI,3,1,No,13
R1052,Ola,C559,D668,Mumbai,Mall,Hotel,13-02-2022 19:00,18.4,115,952.57,UPI,1.7,2.5,No,14
R1053,Ola,C159,D514,Bangalore,Office,Office,13-02-2022 20:00,13.17,76,963.16,Card,3,1.2,No,1
R1054,Ola,C489,D350,Pune,Railway Station,Hotel,13-02-2022 21:00,11.47,108,1366.03,UPI,4.1,1.5,No,12
R1055,Ola,C686,D681,Chennai,Railway Station,Airport,13-02-2022 22:00,17.82,108,568.43,Card,4.3,2.5,No,7
R1056,Ola,C1266,D464,Hyderabad,Airport,Railway Station,13-02-2022 23:00,15.77,98,1523.63,Wallet,4.5,1.5,No,3
R1057,Uber,C794,D375,Chennai,Mall,Hotel,14-02-2022 00:00,25.7,14,373.98,UPI,3.3,1.5,No,14
R1058,Ola,C5,D92,Delhi,Railway Station,Residential,14-02-2022 01:00,32.71,88,839.84,Wallet,4.5,1.2,No,4
R1059,Uber,C361,D181,Hyderabad,Airport,Residential,14-02-2022 02:00,12.59,113,1339.54,Card,3,2.5,No,14
R1060,Uber,C459,D301,Bangalore,Office,Mall,14-02-2022 03:00,9.34,20,1670.47,Cash,3.4,1,No,10
R1061,Ola,C248,D660,Delhi,Mall,Hotel,14-02-2022 04:00,27.01,109,1599.74,Cash,4,1,No,2
R1062,Ola,C946,D189,Chennai,Residential,Railway Station,14-02-2022 05:00,27.14,20,1465.64,Wallet,2.7,1,No,11
R1063,Ola,C422,D314,Bangalore,Office,Office,14-02-2022 06:00,36.14,46,769.47,Card,1.3,1.5,No,1
R1064,Ola,C15,D493,Bangalore,Airport,Mall,14-02-2022 07:00,1.62,7,314.82,Card,2.4,2,No,5
R1065,Uber,C736,D128,Pune,Office,Railway Station,14-02-2022 08:00,34.27,27,496.32,Cash,3.5,1.2,No,6
R1066,Ola,C1146,D519,Pune,Residential,Mall,14-02-2022 09:00,21.32,90,1740.48,Card,1.8,1,No,11
